what,kind,bundleId,bundleVersion,description,time
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1264018087806
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1264018087806
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1264018087806
java.vm.specification.version,sysinfo,,,"1.0",1264018087806
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1264018087806
java.vm.version,sysinfo,,,"16.0-b06",1264018087806
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264018095701
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264018106756
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264018111616
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264018113566
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264018113716
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1264018113936
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1264018113936
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1264018113936
