what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.7",1264190138898
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1264190138898
java.version,sysinfo,,,"1.7.0-ea",1264190138898
java.vm.info,sysinfo,,,"mixed mode, sharing",1264190138898
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1264190138898
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1264190138898
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1264190138898
java.vm.specification.version,sysinfo,,,"1.0",1264190138898
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1264190138898
java.vm.version,sysinfo,,,"16.0-b06",1264190138898
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264190610697
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264191351756
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264191355096
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264191366216
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264191385306
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264191385966
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264191386056
started,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1264191439666
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264191461446
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264191470366
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264191503986
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264191504106
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264191515166
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264191520556
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264191520696
