what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1264052506225
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264052507957
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264052523916
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264052524399
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264052526365
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264052528097
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264052531045
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264052531419
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264052531856
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264052577939
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1264052639715
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1264052761130
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1264052774452
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052781379
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052781750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052781768
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052836888
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052852327
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052863792
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052872937
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052878982
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052914725
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052918150
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052969877
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264052980274
